Itemno	WNUM	SentenceID	ID	CPOS	Head	DepRel
4	2246	106	4	DT	7	det
4	2247	106	5	JJ	7	amod
4	2248	106	6	NN	7	compound
4	2249	106	7	NN	2	nmod
4	2249	106	8	,	2	punct
4	2250	106	9	DT	11	det
4	2251	106	10	JJ	11	amod
4	2252	106	11	NN	20	nsubjpass
4	2253	106	12	NNP	11	appos
4	2253	106	13	,	12	punct
4	2254	106	14	NNP	12	conj
4	2254	106	15	,	12	punct
4	2255	106	16	NNP	12	conj
4	2256	106	17	VBZ	20	auxpass
4	2257	106	18	RB	19	neg
4	2258	106	19	RBR	20	advmod
4	2259	106	20	VBN	0	root
4	2260	106	21	IN	26	case
4	2261	106	22	DT	26	det
4	2262	106	23	JJ	26	amod
4	2263	106	24	NN	26	nmod
4	2263	106	25	POS	24	case
4	2264	106	26	NN	20	nmod
4	2264	106	27	,	20	punct
4	2265	106	28	CC	20	cc
4	2266	106	29	PRP$	30	nmod
4	2267	106	30	NN	33	nsubjpass
4	2268	106	31	VBZ	33	aux
4	2269	106	32	VBN	33	auxpass
4	2270	106	33	VBN	20	conj
4	2271	106	34	IN	36	case
4	2272	106	35	NNP	36	compound
4	2273	106	36	NN	33	nmod
4	2274	106	37	CC	33	cc
4	2275	106	38	VBN	33	conj
4	2276	106	39	IN	40	case
4	2277	106	40	NNP	38	nmod
4	2277	106	41	,	47	punct
4	2278	106	42	IN	47	mark
4	2279	106	43	PRP$	44	nmod
4	2280	106	44	NN	47	nsubjpass
4	2281	106	45	VBZ	47	aux
4	2282	106	46	VBN	47	auxpass
4	2283	106	47	VBN	33	advcl
4	2284	106	48	IN	53	case
4	2285	106	49	DT	53	det
4	2286	106	50	RB	51	advmod
4	2287	106	51	JJ	53	amod
4	2288	106	52	JJ	53	amod
4	2289	106	53	NN	47	nmod
4	2289	106	54	.	20	punct
4	2290	107	1	DT	3	det
4	2291	107	2	JJ	3	amod
4	2292	107	3	NN	16	nsubj
4	2293	107	4	TO	5	case
4	2294	107	5	CD	3	nmod
4	2295	107	6	IN	9	case
4	2296	107	7	DT	9	det
4	2297	107	8	JJ	9	amod
4	2298	107	9	NNS	5	nmod
4	2299	107	10	VBN	9	acl
4	2300	107	11	TO	13	case
4	2301	107	12	PRP$	13	nmod
4	2302	107	13	NN	10	nmod
4	2303	107	14	CC	13	cc
4	2304	107	15	NNS	13	conj
4	2305	107	16	VBZ	0	root
4	2306	107	17	WRB	20	mark
4	2307	107	18	PRP$	19	nmod
4	2308	107	19	NN	20	nsubj
4	2309	107	20	VBZ	16	ccomp
4	2309	107	21	.	16	punct
4	2310	108	1	DT	2	det
4	2311	108	2	NN	6	nsubj
4	2311	108	3	,	4	punct
4	2312	108	4	NNP	2	appos
4	2312	108	5	,	4	punct
4	2313	108	6	VBZ	0	root
4	2314	108	7	IN	14	mark
4	2314	108	8	``	14	punct
4	2315	108	9	DT	11	det
4	2316	108	10	JJ	11	amod
4	2317	108	11	NN	14	nsubj
4	2318	108	12	PRP	13	nsubj
4	2319	108	13	VBP	11	acl
4	2320	108	14	VBZ	6	ccomp
4	2321	108	15	PRP	14	dobj
4	2322	108	16	CD	17	nummod
4	2323	108	17	NN	14	nmod
4	2324	108	18	RBR	17	advmod
4	2325	108	19	TO	20	mark
4	2326	108	20	VBG	14	advcl
4	2327	108	21	PRP	20	xcomp
4	2327	108	22	.	6	punct
4	2327	108	23	''	14	punct
4	2328	109	1	DT	2	det
4	2329	109	2	NN	14	nsubj
4	2329	109	3	,	4	punct
4	2330	109	4	VBN	2	acl
4	2330	109	5	``	7	punct
4	2331	109	6	DT	7	det
4	2332	109	7	NN	4	dobj
4	2333	109	8	IN	9	case
4	2334	109	9	NN	7	nmod
4	2334	109	10	''	7	punct
4	2334	109	11	,	4	punct
4	2335	109	12	VBZ	14	cop
4	2336	109	13	IN	14	case
4	2337	109	14	NNP	0	root
4	2337	109	15	:	20	punct
4	2337	109	16	``	20	punct
4	2339	109	17	PRP	20	nsubj
4	2340	109	18	VBP	20	aux
4	2340	109	19	RB	20	neg
4	2341	109	20	VB	14	parataxis
4	2342	109	21	WRB	23	mark
4	2343	109	22	PRP	23	nsubj
4	2344	109	23	VBP	20	ccomp
4	2344	109	24	,	20	punct
4	2345	109	25	MD	27	aux
4	2345	109	26	RB	27	neg
4	2346	109	27	VB	20	conj
4	2347	109	28	CC	27	cc
4	2348	109	29	VB	27	conj
4	2349	109	30	CC	20	cc
4	2350	109	31	PRP	33	nsubj
4	2350	109	32	VBP	33	aux
4	2351	109	33	VBG	20	conj
4	2352	109	34	VBN	33	xcomp
4	2352	109	35	.	14	punct
4	2353	110	1	RB	4	advmod
4	2354	110	2	PRP	4	nsubj
4	2354	110	3	VBP	4	aux
4	2355	110	4	VBG	0	root
4	2356	110	5	CC	4	cc
4	2357	110	6	PRP	9	nsubj
4	2357	110	7	VBP	9	aux
4	2358	110	8	RB	9	advmod
4	2359	110	9	VBG	4	conj
4	2360	110	10	IN	11	case
4	2361	110	11	CD	9	nummod
4	2362	110	12	TO	13	mark
4	2363	110	13	VB	9	xcomp
4	2364	110	14	NN	13	dobj
4	2364	110	15	.	4	punct
4	2364	110	16	''	4	punct
4	2365	111	1	DT	10	nsubj
4	2365	111	2	,	3	punct
4	2366	111	3	RB	10	advmod
4	2366	111	4	,	3	punct
4	2367	111	5	VBZ	10	cop
4	2368	111	6	DT	10	det
4	2369	111	7	JJ	10	amod
4	2370	111	8	JJ	10	amod
4	2371	111	9	NN	10	compound
4	2372	111	10	NN	0	root
4	2373	111	11	IN	13	case
4	2374	111	12	DT	13	det
4	2375	111	13	NN	10	nmod
4	2375	111	14	.	10	punct
4	2376	112	1	IN	6	mark
4	2377	112	2	NNP	6	nsubj
4	2378	112	3	CC	2	cc
4	2379	112	4	NNP	2	conj
4	2380	112	5	VBP	6	cop
4	2381	112	6	JJ	15	advcl
4	2382	112	7	CC	6	cc
4	2383	112	8	JJ	6	conj
4	2383	112	9	,	6	punct
4	2384	112	10	PRP	15	nsubj
4	2385	112	11	RB	10	advmod
4	2386	112	12	MD	15	aux
4	2387	112	13	CD	14	nummod
4	2388	112	14	NN	15	nmod
4	2389	112	15	VB	0	root
4	2390	112	16	PRP$	18	nmod
4	2391	112	17	JJ	18	amod
4	2392	112	18	NNS	15	dobj
4	2393	112	19	IN	21	case
4	2394	112	20	JJ	21	amod
4	2395	112	21	NN	15	nmod
4	2395	112	22	.	15	punct
4	2396	113	1	IN	10	mark
4	2396	113	2	,	4	punct
4	2397	113	3	IN	4	mark
4	2398	113	4	VBZ	10	advcl
4	2399	113	5	RBR	6	advmod
4	2400	113	6	JJ	4	xcomp
4	2400	113	7	,	4	punct
4	2401	113	8	PRP	10	nsubj
4	2402	113	9	VBP	10	cop
4	2403	113	10	DT	19	advcl
4	2404	113	11	IN	13	case
4	2405	113	12	DT	13	det
4	2406	113	13	NNS	10	nmod
4	2406	113	14	,	10	punct
4	2407	113	15	PRP	19	nsubj
4	2408	113	16	MD	19	aux
4	2409	113	17	IN	19	advmod
4	2410	113	18	JJS	17	mwe
4	2411	113	19	VB	0	root
4	2412	113	20	DT	22	det
4	2413	113	21	JJ	22	amod
4	2414	113	22	NN	19	dobj
4	2415	113	23	IN	26	mark
4	2416	113	24	NN	26	nsubj
4	2417	113	25	VBZ	26	cop
4	2418	113	26	JJ	22	acl
4	2418	113	27	,	26	punct
4	2419	113	28	IN	36	mark
4	2420	113	29	NN	36	nsubj
4	2420	113	30	,	31	punct
4	2421	113	31	VBD	29	acl
4	2422	113	32	RB	31	advmod
4	2423	113	33	RB	32	advmod
4	2423	113	34	,	31	punct
4	2424	113	35	MD	36	aux
4	2425	113	36	VB	26	conj
4	2426	113	37	PRP	36	dobj
4	2427	113	38	DT	39	det
4	2428	113	39	NN	36	xcomp
4	2429	113	40	IN	42	case
4	2430	113	41	DT	42	det
4	2431	113	42	NN	39	nmod
4	2431	113	43	.	19	punct
4	2432	114	1	RB	7	advmod
4	2432	114	2	,	1	punct
4	2433	114	3	PRP$	5	nmod
4	2434	114	4	JJ	5	amod
4	2435	114	5	NN	7	nsubj
4	2436	114	6	VBZ	7	aux
4	2437	114	7	VBG	0	root
4	2438	114	8	PRP$	9	nmod
4	2439	114	9	NNS	7	dobj
4	2440	114	10	IN	12	case
4	2441	114	11	JJ	12	amod
4	2442	114	12	NN	9	nmod
4	2442	114	13	.	7	punct
4	2443	115	1	IN	2	case
4	2444	115	2	NNP	14	nmod
4	2445	115	3	IN	5	case
4	2446	115	4	DT	5	det
4	2447	115	5	NN	2	nmod
4	2448	115	6	IN	10	case
4	2449	115	7	DT	10	det
4	2450	115	8	NNP	10	compound
4	2451	115	9	NNP	10	compound
4	2452	115	10	NNP	5	nmod
4	2452	115	11	,	2	punct
4	2453	115	12	PRP	14	nsubj
4	2454	115	13	RB	14	advmod
4	2455	115	14	VBD	0	root
4	2456	115	15	IN	17	mark
4	2457	115	16	PRP	17	nsubj
4	2458	115	17	VBD	14	ccomp
4	2459	115	18	RB	22	neg
4	2460	115	19	DT	22	det
4	2461	115	20	JJS	22	amod
4	2462	115	21	JJ	22	amod
4	2463	115	22	NN	17	dobj
4	2463	115	23	.	14	punct
4	2463	116	1	``	3	punct
4	2464	116	2	PRP	3	nsubj
4	2465	116	3	VBD	0	root
4	2465	116	4	,	3	punct
4	2465	116	5	``	12	punct
4	2466	116	6	DT	12	nsubj
4	2467	116	7	VBZ	12	cop
4	2468	116	8	DT	12	det
4	2469	116	9	RB	10	advmod
4	2470	116	10	JJ	12	amod
4	2471	116	11	NNS	12	compound
4	2472	116	12	NN	3	ccomp
4	2472	116	13	.	3	punct
4	2472	116	14	''	12	punct
4	2472	116	15	''	3	punct
4	2473	117	1	DT	6	nsubj
4	2474	117	2	VBG	1	acl
4	2475	117	3	PRP$	4	nmod
4	2476	117	4	NN	2	dobj
4	2477	117	5	MD	6	aux
4	2478	117	6	VB	0	root
4	2479	117	7	DT	9	det
4	2480	117	8	JJ	9	amod
4	2481	117	9	NN	6	dobj
4	2481	117	10	.	6	punct
5	1	0	1	NN	0	root
5	1	0	2	,	4	punct
5	2	0	3	NN	4	compound
5	3	0	4	NN	1	appos
5	3	0	5	,	6	punct
5	4	0	6	NN	1	appos
5	4	0	7	.	1	punct
5	5	1	1	RB	3	advmod
5	5	1	2	:	1	punct
5	6	1	3	VBN	0	root
5	7	1	4	IN	8	case
5	8	1	5	NNP	8	compound
5	9	1	6	NNP	8	compound
5	10	1	7	NNP	8	compound
5	11	1	8	NNP	3	nmod
5	11	1	9	,	11	punct
5	12	1	10	CD	11	nummod
5	13	1	11	NNP	3	nmod
5	14	1	12	CD	11	nmod
5	14	1	13	.	3	punct
5	15	2	1	RB	4	advmod
5	15	2	2	:	1	punct
5	16	2	3	DT	4	det
5	17	2	4	NN	0	root
5	18	2	5	WP	6	mark
5	19	2	6	VBD	4	acl
5	20	2	7	RB	8	advmod
5	21	2	8	JJ	6	advmod
5	21	2	9	.	4	punct
5	22	3	1	JJ	2	amod
5	23	3	2	NNS	6	parataxis
5	23	3	3	:	2	punct
5	24	3	4	VBD	6	aux
5	25	3	5	PRP	6	nsubj
5	26	3	6	VBN	0	root
5	27	3	7	IN	9	case
5	28	3	8	JJ	9	amod
5	29	3	9	NNS	6	nmod
5	30	3	10	CC	9	cc
5	31	3	11	JJ	13	amod
5	32	3	12	JJ	13	amod
5	33	3	13	NNS	9	conj
5	33	3	14	.	6	punct
5	34	4	1	WRB	4	advmod
5	35	4	2	VBD	4	aux
5	36	4	3	PRP	4	nsubj
5	37	4	4	VB	0	root
5	38	4	5	TO	6	mark
5	39	4	6	VB	4	xcomp
5	39	4	7	.	4	punct
5	40	5	1	CC	2	cc
5	41	5	2	VBZ	0	root
5	42	5	3	DT	4	det
5	43	5	4	NN	2	nsubj
5	44	5	5	IN	8	mark
5	45	5	6	TO	5	mwe
5	46	5	7	VB	8	auxpass
5	47	5	8	VBN	2	xcomp
5	47	5	9	.	2	punct
5	48	6	1	RB	2	case
5	49	6	2	RB	0	root
5	50	6	3	RB	2	advmod
5	51	6	4	IN	8	mark
5	52	6	5	NNP	6	compound
5	53	6	6	NNP	7	compound
5	54	6	7	NNS	8	nsubj
5	55	6	8	VBD	2	advcl
5	56	6	9	DT	10	det
5	57	6	10	NN	8	dobj
5	57	6	11	.	2	punct
5	57	7	1	``	3	punct
5	58	7	2	WP	3	dobj
5	59	7	3	VBD	9	csubj
5	60	7	4	DT	3	nsubj
5	60	7	5	.	3	punct
5	60	7	6	''	3	punct
5	61	7	7	VBD	9	cop
5	62	7	8	DT	9	det
5	63	7	9	NN	0	root
5	64	7	10	VBN	9	acl
5	65	7	11	IN	13	case
5	66	7	12	JJ	13	amod
5	67	7	13	NNP	10	nmod
5	67	7	14	.	9	punct
5	68	8	1	IN	5	case
5	69	8	2	IN	5	case
5	70	8	3	DT	5	det
5	71	8	4	JJ	5	amod
5	72	8	5	NN	18	nmod
5	73	8	6	IN	8	case
5	74	8	7	DT	8	det
5	75	8	8	NNP	5	nmod
5	76	8	9	IN	10	case
5	77	8	10	NNP	8	nmod
5	77	8	11	,	12	punct
5	78	8	12	NN	5	nmod
5	79	8	13	IN	14	case
5	80	8	14	NNP	12	nmod
5	80	8	15	,	12	punct
5	81	8	16	NN	18	nsubj
5	82	8	17	RB	18	advmod
5	83	8	18	VBD	0	root
5	84	8	19	DT	20	det
5	85	8	20	NN	18	dobj
5	85	8	21	.	18	punct
5	85	9	1	``	5	punct
5	86	9	2	PRP	5	nsubj
5	86	9	3	VBZ	5	cop
5	87	9	4	DT	5	det
5	88	9	5	NN	0	root
5	88	9	6	,	5	punct
5	88	9	7	''	5	punct
5	89	9	8	DT	9	det
5	90	9	9	NNS	11	nsubjpass
5	91	9	10	VBD	11	auxpass
5	92	9	11	VBN	5	parataxis
5	93	9	12	IN	16	case
5	94	9	13	JJ	16	amod
5	94	9	14	,	13	punct
5	95	9	15	JJ	13	conj
5	96	9	16	NNS	11	nmod
5	96	9	17	.	5	punct
5	97	10	1	PRP	4	nsubj
5	98	10	2	VBD	4	cop
5	99	10	3	CD	4	nummod
5	100	10	4	NNP	0	root
5	101	10	5	CD	4	nmod
5	101	10	6	,	4	punct
5	102	10	7	CC	4	cc
5	103	10	8	DT	10	det
5	104	10	9	JJ	10	amod
5	105	10	10	NN	13	nsubj
5	106	10	11	VBD	13	cop
5	107	10	12	DT	13	det
5	108	10	13	NN	4	conj
5	109	10	14	IN	21	mark
5	110	10	15	WP	21	mark
5	111	10	16	VBD	21	cop
5	112	10	17	RB	21	advmod
5	113	10	18	DT	19	det
5	114	10	19	RBS	20	advmod
5	115	10	20	JJ	21	amod
5	116	10	21	NN	13	acl
5	117	10	22	RB	23	advmod
5	118	10	23	VBN	21	acl
5	119	10	24	IN	26	case
5	120	10	25	DT	26	det
5	121	10	26	NN	23	nmod
5	122	10	27	IN	31	case
5	123	10	28	DT	31	det
5	124	10	29	JJ	31	amod
5	125	10	30	JJ	31	amod
5	126	10	31	NN	26	nmod
5	127	10	32	IN	34	case
5	128	10	33	JJ	34	amod
5	129	10	34	NNS	31	nmod
5	129	10	35	.	4	punct
5	130	11	1	DT	2	det
5	131	11	2	NN	12	nsubj
5	131	11	3	,	4	punct
5	132	11	4	VBN	2	acl
5	133	11	5	IN	9	case
5	134	11	6	DT	9	det
5	135	11	7	NNP	8	compound
5	136	11	8	NN	9	compound
5	137	11	9	NN	4	nmod
5	137	11	10	,	4	punct
5	138	11	11	VBD	12	aux
5	139	11	12	VBN	0	root
5	140	11	13	IN	17	case
5	141	11	14	DT	17	det
5	142	11	15	JJ	17	amod
5	143	11	16	NN	17	compound
5	144	11	17	NN	12	nmod
5	145	11	18	IN	20	case
5	146	11	19	DT	20	det
5	147	11	20	NNP	17	nmod
5	148	11	21	IN	22	case
5	149	11	22	NNP	20	nmod
5	149	11	23	.	12	punct
5	150	12	1	DT	3	det
5	151	12	2	NN	3	compound
5	152	12	3	NN	6	nsubjpass
5	153	12	4	VBD	6	aux
5	154	12	5	VBN	6	auxpass
5	155	12	6	VBN	0	root
5	156	12	7	IN	9	case
5	157	12	8	DT	9	det
5	158	12	9	NN	6	nmod
5	159	12	10	IN	13	case
5	160	12	11	DT	13	det
5	161	12	12	NNP	13	compound
5	162	12	13	NN	9	nmod
5	163	12	14	NNP	13	appos
5	164	12	15	NNP	14	name
5	165	12	16	IN	18	mark
5	166	12	17	PRP	18	nsubj
5	167	12	18	VBD	6	advcl
5	168	12	19	IN	22	case
5	169	12	20	DT	22	det
5	170	12	21	NN	22	compound
5	171	12	22	NN	18	nmod
5	171	12	23	.	6	punct
5	172	13	1	WRB	2	advmod
5	173	13	2	NNP	0	root
5	173	13	3	.	2	punct
5	174	14	1	PRP	2	nsubj
5	175	14	2	VBD	0	root
5	176	14	3	TO	4	mark
5	177	14	4	VB	2	xcomp
5	178	14	5	DT	6	det
5	179	14	6	NN	4	xcomp
5	180	14	7	IN	9	case
5	181	14	8	JJ	9	amod
5	182	14	9	NN	6	nmod
5	182	14	10	.	2	punct
5	183	15	1	PRP	4	nsubj
5	184	15	2	VBD	4	aux
5	185	15	3	RB	4	advmod
5	186	15	4	VBD	0	root
5	187	15	5	DT	6	det
5	188	15	6	NN	4	dobj
5	189	15	7	IN	8	case
5	190	15	8	NN	6	nmod
5	191	15	9	IN	10	case
5	192	15	10	CD	4	nmod
5	192	15	11	,	17	punct
5	193	15	12	WRB	17	mark
5	194	15	13	PRP	17	nsubj
5	195	15	14	VBD	17	cop
5	196	15	15	DT	17	det
5	197	15	16	JJ	17	amod
5	198	15	17	NN	10	acl
5	199	15	18	IN	21	case
5	200	15	19	DT	21	det
5	201	15	20	NN	21	compound
5	202	15	21	NN	17	nmod
5	202	15	22	.	4	punct
5	203	16	1	IN	4	case
5	204	16	2	PRP$	4	nmod
5	205	16	3	JJ	4	amod
5	206	16	4	NN	16	nmod
5	206	16	5	,	4	punct
5	207	16	6	IN	8	case
5	208	16	7	NN	8	compound
5	209	16	8	NNS	4	appos
5	210	16	9	IN	11	case
5	211	16	10	NNP	11	compound
5	212	16	11	NNP	8	nmod
5	212	16	12	,	8	punct
5	213	16	13	PRP	16	nsubj
5	214	16	14	MD	16	aux
5	215	16	15	VB	16	aux
5	216	16	16	VBN	0	root
5	217	16	17	RB	18	neg
5	218	16	18	RBR	20	advmod
5	219	16	19	DT	20	det
5	220	16	20	NN	16	xcomp
5	221	16	21	IN	23	case
5	222	16	22	DT	23	det
5	223	16	23	NN	20	nmod
5	224	16	24	IN	27	case
5	225	16	25	JJ	27	amod
5	226	16	26	JJ	27	amod
5	227	16	27	NNS	23	nmod
5	228	16	28	WP	30	mark
5	229	16	29	VBD	30	aux
5	230	16	30	VBN	27	acl
5	231	16	31	PDT	33	amod
5	232	16	32	DT	33	det
5	233	16	33	NN	30	dobj
5	234	16	34	IN	36	case
5	235	16	35	JJ	36	amod
5	236	16	36	NNS	30	nmod
5	236	16	37	.	16	punct
5	237	17	1	IN	2	case
5	238	17	2	NN	17	nmod
5	238	17	3	,	2	punct
5	239	17	4	DT	5	det
5	240	17	5	NN	17	nsubj
5	241	17	6	WDT	8	mark
5	242	17	7	VBD	8	cop
5	243	17	8	VBN	5	acl
5	244	17	9	TO	11	case
5	245	17	10	DT	11	det
5	246	17	11	NN	8	nmod
5	247	17	12	RB	13	advmod
5	248	17	13	RB	8	advmod
5	249	17	14	DT	15	det
5	250	17	15	NN	8	nmod
5	251	17	16	VBD	17	cop
5	252	17	17	CD	0	root
5	253	17	18	IN	21	case
5	254	17	19	DT	20	det
5	255	17	20	RBS	21	advmod
5	256	17	21	JJ	17	nmod
5	257	17	22	IN	24	case
5	258	17	23	JJ	24	amod
5	259	17	24	NNS	21	nmod
5	259	17	25	.	17	punct
5	260	18	1	IN	4	discourse
5	261	18	2	NNP	4	nsubj
5	262	18	3	NNP	2	name
5	263	18	4	VBD	0	root
5	264	18	5	IN	8	case
5	265	18	6	DT	8	det
5	266	18	7	JJ	8	amod
5	267	18	8	NN	4	nmod
5	268	18	9	WDT	10	mark
5	269	18	10	VBD	8	acl
5	270	18	11	RB	10	advmod
5	271	18	12	IN	14	case
5	272	18	13	DT	14	det
5	273	18	14	NN	10	nmod
5	274	18	15	IN	17	case
5	275	18	16	JJ	17	amod
5	276	18	17	NN	14	nmod
5	277	18	18	CC	14	cc
5	278	18	19	DT	21	det
5	279	18	20	JJ	21	amod
5	280	18	21	NN	14	conj
5	281	18	22	IN	26	case
5	282	18	23	DT	26	det
5	283	18	24	JJ	26	amod
5	284	18	25	NN	26	compound
5	285	18	26	NNS	21	nmod
5	285	18	27	.	4	punct
5	286	19	1	PRP	4	nsubj
5	287	19	2	VBD	4	cop
5	288	19	3	DT	4	det
5	289	19	4	NN	0	root
5	289	19	5	,	6	punct
5	290	19	6	RB	4	advmod
5	290	19	7	,	6	punct
5	291	19	8	WP	11	mark
5	292	19	9	MD	11	aux
5	293	19	10	VB	11	auxpass
5	294	19	11	VBN	4	acl
5	295	19	12	TO	13	mark
5	296	19	13	VB	11	xcomp
5	297	19	14	RB	18	neg
5	298	19	15	RB	18	advmod
5	299	19	16	DT	18	det
5	300	19	17	JJ	18	amod
5	301	19	18	NN	13	dobj
5	301	19	19	,	18	punct
5	302	19	20	CC	18	cc
5	303	19	21	DT	23	det
5	304	19	22	JJ	23	amod
5	305	19	23	NN	18	conj
5	305	19	24	.	4	punct
5	306	20	1	JJ	2	amod
5	307	20	2	NN	26	nmod
5	307	20	3	,	2	punct
5	308	20	4	DT	6	det
5	309	20	5	JJ	6	amod
5	310	20	6	NN	26	nsubjpass
5	311	20	7	IN	10	case
5	312	20	8	DT	10	det
5	313	20	9	VBN	10	amod
5	314	20	10	NN	6	nmod
5	314	20	11	,	12	punct
5	315	20	12	NNP	6	appos
5	316	20	13	NNP	12	compound
5	316	20	14	,	12	punct
5	317	20	15	NNP	12	compound
5	318	20	16	NNP	12	compound
5	318	20	17	,	12	punct
5	319	20	18	IN	21	case
5	320	20	19	DT	21	det
5	321	20	20	JJ	21	amod
5	322	20	21	NN	6	nmod
5	323	20	22	NNP	21	appos
5	324	20	23	NNP	22	name
5	324	20	24	,	21	punct
5	325	20	25	VBZ	26	auxpass
5	326	20	26	VBN	0	root
5	326	20	27	.	26	punct
5	327	21	1	PRP	2	nsubj
5	328	21	2	VBZ	0	root
5	329	21	3	NNP	2	dobj
5	330	21	4	IN	7	case
5	330	21	5	``	7	punct
5	331	21	6	DT	7	det
5	332	21	7	NN	2	nmod
5	333	21	8	IN	10	case
5	334	21	9	DT	10	det
5	335	21	10	NN	7	nmod
5	335	21	11	,	12	punct
5	336	21	12	JJ	7	amod
5	337	21	13	CC	12	cc
5	338	21	14	JJ	12	conj
5	338	21	15	,	12	punct
5	339	21	16	RB	19	advmod
5	340	21	17	CC	16	cc
5	341	21	18	RB	16	conj
5	342	21	19	VBG	7	acl
5	343	21	20	DT	21	det
5	344	21	21	NN	19	dobj
5	345	21	22	IN	23	case
5	346	21	23	NNS	21	nmod
5	346	21	24	''	7	punct
5	346	21	25	.	2	punct
5	347	22	1	CC	4	cc
5	348	22	2	MD	4	aux
5	349	22	3	PRP	4	nsubj
5	350	22	4	VB	0	root
5	351	22	5	DT	7	det
5	352	22	6	JJ	7	amod
5	353	22	7	NN	4	dobj
5	354	22	8	IN	10	case
5	355	22	9	DT	10	det
5	356	22	10	NN	7	nmod
5	357	22	11	IN	13	case
5	358	22	12	DT	13	det
5	359	22	13	NN	10	nmod
5	359	22	14	.	4	punct
5	360	23	1	NNP	5	nsubj
5	361	23	2	NNP	1	name
5	362	23	3	VBD	5	cop
5	363	23	4	JJ	5	amod
5	364	23	5	VBN	0	root
5	365	23	6	IN	9	case
5	366	23	7	DT	9	det
5	367	23	8	JJ	9	amod
5	368	23	9	NN	5	nmod
5	369	23	10	IN	14	case
5	370	23	11	DT	14	det
5	371	23	12	NNP	14	compound
5	372	23	13	NNP	14	compound
5	373	23	14	NNP	5	nmod
5	373	23	15	,	22	punct
5	374	23	16	WRB	22	mark
5	374	23	17	,	19	punct
5	375	23	18	IN	19	case
5	376	23	19	CD	22	nmod
5	376	23	20	,	19	punct
5	377	23	21	PRP	22	nsubj
5	378	23	22	VBD	5	advcl
5	379	23	23	DT	26	det
5	380	23	24	JJ	26	amod
5	381	23	25	JJ	26	amod
5	382	23	26	NN	22	xcomp
5	383	23	27	TO	28	mark
5	384	23	28	VB	26	acl
5	385	23	29	IN	33	case
5	386	23	30	DT	33	det
5	387	23	31	JJ	33	amod
5	388	23	32	JJ	33	amod
5	389	23	33	NN	28	nmod
5	390	23	34	IN	38	case
5	391	23	35	DT	38	det
5	392	23	36	JJ	38	amod
5	393	23	37	NNP	38	compound
5	394	23	38	NNP	33	nmod
5	394	23	39	,	44	punct
5	395	23	40	WDT	44	mark
5	396	23	41	NNP	42	compound
5	397	23	42	NN	44	nsubj
5	398	23	43	VBD	44	aux
5	399	23	44	VBN	38	acl
5	400	23	45	TO	46	mark
5	401	23	46	VB	44	xcomp
5	401	23	47	``	48	punct
5	402	23	48	JJ	46	xcomp
5	402	23	49	''	48	punct
5	402	23	50	.	5	punct
5	403	24	1	PRP	5	nsubj
5	404	24	2	VBD	5	cop
5	405	24	3	DT	5	det
5	406	24	4	NN	5	compound
5	407	24	5	NN	0	root
5	408	24	6	IN	7	case
5	409	24	7	NN	5	nmod
5	410	24	8	IN	34	mark
5	411	24	9	WDT	8	mwe
5	412	24	10	DT	11	det
5	413	24	11	NNP	34	nsubj
5	414	24	12	CC	11	cc
5	415	24	13	JJ	14	amod
5	416	24	14	NN	11	conj
5	416	24	15	:	20	punct
5	418	24	16	WP	20	mark
5	419	24	17	VBD	20	aux
5	420	24	18	RB	20	advmod
5	421	24	19	VBN	20	auxpass
5	422	24	20	VBN	14	acl
5	423	24	21	IN	22	case
5	424	24	22	NNS	20	nmod
5	425	24	23	CC	20	cc
5	426	24	24	VBN	20	conj
5	427	24	25	DT	27	det
5	428	24	26	NNP	27	compound
5	429	24	27	NNP	24	dobj
5	430	24	28	IN	29	case
5	431	24	29	NN	24	nmod
5	432	24	30	IN	32	case
5	433	24	31	DT	32	det
5	434	24	32	NN	29	nmod
5	434	24	33	:	20	punct
5	436	24	34	VBD	5	acl
5	437	24	35	RP	34	compound
5	438	24	36	IN	39	case
5	439	24	37	DT	39	det
5	440	24	38	JJ	39	amod
5	441	24	39	NN	34	nmod
5	442	24	40	TO	41	mark
5	443	24	41	VB	34	advcl
5	444	24	42	DT	44	det
5	445	24	43	JJ	44	amod
5	446	24	44	NN	41	dobj
5	446	24	45	.	5	punct
5	447	25	1	VBN	17	acl
5	448	25	2	IN	3	case
5	449	25	3	NNS	1	nmod
5	450	25	4	VBN	3	acl
5	451	25	5	TO	6	mark
5	452	25	6	VB	4	advcl
5	453	25	7	IN	11	case
5	454	25	8	JJ	11	amod
5	455	25	9	NNS	11	nmod
5	455	25	10	POS	9	case
5	456	25	11	NNS	6	nmod
5	456	25	12	,	15	punct
5	457	25	13	IN	15	case
5	458	25	14	NN	15	compound
5	459	25	15	NNS	1	nmod
5	459	25	16	,	15	punct
5	460	25	17	PRP	18	nsubj
5	461	25	18	VBD	0	root
5	462	25	19	IN	22	case
5	463	25	20	DT	22	det
5	464	25	21	NN	22	compound
5	465	25	22	NN	18	nmod
5	466	25	23	CC	18	cc
5	467	25	24	RB	35	advmod
5	467	25	25	,	29	punct
5	468	25	26	IN	29	case
5	469	25	27	DT	29	det
5	470	25	28	JJ	29	amod
5	471	25	29	NN	35	nmod
5	472	25	30	VBG	29	acl
5	473	25	31	IN	33	case
5	474	25	32	JJ	33	amod
5	475	25	33	NN	30	nmod
5	475	25	34	,	29	punct
